Currency Code|Conversion Rate|Base Currency|Conversion Date|Load Timestamp
AUD|1.4322153575|USD|2020-06-05|2020-06-07 14:00:02.670003
ILS|3.4573698147|USD|2020-06-05|2020-06-07 14:00:02.670010
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 14:00:02.670019
PLN|3.9210061783|USD|2020-06-05|2020-06-07 14:00:02.670027
CAD|1.3448367167|USD|2020-06-05|2020-06-07 15:00:02.305776
HKD|7.7501323919|USD|2020-06-05|2020-06-07 15:00:02.305783
ISK|131.4210061783|USD|2020-06-05|2020-06-07 15:00:02.305788
PHP|49.8296557811|USD|2020-06-05|2020-06-07 15:00:02.305792
DKK|6.5811120918|USD|2020-06-05|2020-06-07 15:00:02.305795
HUF|304.1659311562|USD|2020-06-05|2020-06-07 15:00:02.305799
CZK|23.4677846425|USD|2020-06-05|2020-06-07 15:00:02.305803
GBP|0.7894792586|USD|2020-06-05|2020-06-07 15:00:02.305817
RON|4.2702559576|USD|2020-06-05|2020-06-07 15:00:02.305821
SEK|9.2012356575|USD|2020-06-05|2020-06-07 15:00:02.305826
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 15:00:02.305830
INR|75.5781112092|USD|2020-06-05|2020-06-07 15:00:02.305834
BRL|5.059929391|USD|2020-06-05|2020-06-07 15:00:02.305837
RUB|68.6809355693|USD|2020-06-05|2020-06-07 15:00:02.305841
HRK|6.6827007944|USD|2020-06-05|2020-06-07 15:00:02.305845
JPY|109.2409532215|USD|2020-06-05|2020-06-07 15:00:02.305849
THB|31.4651368049|USD|2020-06-05|2020-06-07 15:00:02.305852
CHF|0.9590467785|USD|2020-06-05|2020-06-07 15:00:02.305857
EUR|0.8826125331|USD|2020-06-05|2020-06-07 15:00:02.305860
MYR|4.2669902913|USD|2020-06-05|2020-06-07 15:00:02.305864
BGN|1.7262135922|USD|2020-06-05|2020-06-07 15:00:02.305868
TRY|6.7737864078|USD|2020-06-05|2020-06-07 15:00:02.305871
CNY|7.0917034422|USD|2020-06-05|2020-06-07 15:00:02.305875
NOK|9.3030008826|USD|2020-06-05|2020-06-07 15:00:02.305879
NZD|1.5350397176|USD|2020-06-05|2020-06-07 15:00:02.305882
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 15:00:02.305886
USD|1.0|USD|2020-06-05|2020-06-07 15:00:02.305890
MXN|21.7533980583|USD|2020-06-05|2020-06-07 15:00:02.305894
SGD|1.392321271|USD|2020-06-05|2020-06-07 15:00:02.305898
AUD|1.4322153575|USD|2020-06-05|2020-06-07 15:00:02.305901
ILS|3.4573698147|USD|2020-06-05|2020-06-07 15:00:02.305905
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 15:00:02.305909
PLN|3.9210061783|USD|2020-06-05|2020-06-07 15:00:02.305913
CAD|1.3448367167|USD|2020-06-05|2020-06-07 16:00:03.993245
HKD|7.7501323919|USD|2020-06-05|2020-06-07 16:00:03.993256
ISK|131.4210061783|USD|2020-06-05|2020-06-07 16:00:03.993264
PHP|49.8296557811|USD|2020-06-05|2020-06-07 16:00:03.993271
DKK|6.5811120918|USD|2020-06-05|2020-06-07 16:00:03.993279
HUF|304.1659311562|USD|2020-06-05|2020-06-07 16:00:03.993286
CZK|23.4677846425|USD|2020-06-05|2020-06-07 16:00:03.993294
GBP|0.7894792586|USD|2020-06-05|2020-06-07 16:00:03.993313
RON|4.2702559576|USD|2020-06-05|2020-06-07 16:00:03.993321
SEK|9.2012356575|USD|2020-06-05|2020-06-07 16:00:03.993329
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 16:00:03.993337
INR|75.5781112092|USD|2020-06-05|2020-06-07 16:00:03.993345
BRL|5.059929391|USD|2020-06-05|2020-06-07 16:00:03.993352
RUB|68.6809355693|USD|2020-06-05|2020-06-07 16:00:03.993360
HRK|6.6827007944|USD|2020-06-05|2020-06-07 16:00:03.993366
JPY|109.2409532215|USD|2020-06-05|2020-06-07 16:00:03.993373
THB|31.4651368049|USD|2020-06-05|2020-06-07 16:00:03.993379
CHF|0.9590467785|USD|2020-06-05|2020-06-07 16:00:03.993386
EUR|0.8826125331|USD|2020-06-05|2020-06-07 16:00:03.993392
MYR|4.2669902913|USD|2020-06-05|2020-06-07 16:00:03.993399
BGN|1.7262135922|USD|2020-06-05|2020-06-07 16:00:03.993406
TRY|6.7737864078|USD|2020-06-05|2020-06-07 16:00:03.993413
CNY|7.0917034422|USD|2020-06-05|2020-06-07 16:00:03.993420
NOK|9.3030008826|USD|2020-06-05|2020-06-07 16:00:03.993427
NZD|1.5350397176|USD|2020-06-05|2020-06-07 16:00:03.993434
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 16:00:03.993441
USD|1.0|USD|2020-06-05|2020-06-07 16:00:03.993448
MXN|21.7533980583|USD|2020-06-05|2020-06-07 16:00:03.993456
SGD|1.392321271|USD|2020-06-05|2020-06-07 16:00:03.993463
AUD|1.4322153575|USD|2020-06-05|2020-06-07 16:00:03.993470
ILS|3.4573698147|USD|2020-06-05|2020-06-07 16:00:03.993478
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 16:00:03.993486
PLN|3.9210061783|USD|2020-06-05|2020-06-07 16:00:03.993494
CAD|1.3448367167|USD|2020-06-05|2020-06-07 17:00:15.654210
HKD|7.7501323919|USD|2020-06-05|2020-06-07 17:00:15.654230
ISK|131.4210061783|USD|2020-06-05|2020-06-07 17:00:15.654244
PHP|49.8296557811|USD|2020-06-05|2020-06-07 17:00:15.654257
DKK|6.5811120918|USD|2020-06-05|2020-06-07 17:00:15.654274
HUF|304.1659311562|USD|2020-06-05|2020-06-07 17:00:15.654286
CZK|23.4677846425|USD|2020-06-05|2020-06-07 17:00:15.654298
GBP|0.7894792586|USD|2020-06-05|2020-06-07 17:00:15.654337
RON|4.2702559576|USD|2020-06-05|2020-06-07 17:00:15.654349
SEK|9.2012356575|USD|2020-06-05|2020-06-07 17:00:15.654362
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 17:00:15.654375
INR|75.5781112092|USD|2020-06-05|2020-06-07 17:00:15.654387
BRL|5.059929391|USD|2020-06-05|2020-06-07 17:00:15.654399
RUB|68.6809355693|USD|2020-06-05|2020-06-07 17:00:15.654411
HRK|6.6827007944|USD|2020-06-05|2020-06-07 17:00:15.654422
JPY|109.2409532215|USD|2020-06-05|2020-06-07 17:00:15.654434
THB|31.4651368049|USD|2020-06-05|2020-06-07 17:00:15.654445
CHF|0.9590467785|USD|2020-06-05|2020-06-07 17:00:15.654458
EUR|0.8826125331|USD|2020-06-05|2020-06-07 17:00:15.654469
MYR|4.2669902913|USD|2020-06-05|2020-06-07 17:00:15.654481
BGN|1.7262135922|USD|2020-06-05|2020-06-07 17:00:15.654492
TRY|6.7737864078|USD|2020-06-05|2020-06-07 17:00:15.654503
CNY|7.0917034422|USD|2020-06-05|2020-06-07 17:00:15.654515
NOK|9.3030008826|USD|2020-06-05|2020-06-07 17:00:15.654526
NZD|1.5350397176|USD|2020-06-05|2020-06-07 17:00:15.654538
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 17:00:15.654549
USD|1.0|USD|2020-06-05|2020-06-07 17:00:15.654561
MXN|21.7533980583|USD|2020-06-05|2020-06-07 17:00:15.654573
SGD|1.392321271|USD|2020-06-05|2020-06-07 17:00:15.654584
AUD|1.4322153575|USD|2020-06-05|2020-06-07 17:00:15.654596
ILS|3.4573698147|USD|2020-06-05|2020-06-07 17:00:15.654607
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 17:00:15.654619
PLN|3.9210061783|USD|2020-06-05|2020-06-07 17:00:15.654631
CAD|1.3448367167|USD|2020-06-05|2020-06-07 18:00:03.475504
HKD|7.7501323919|USD|2020-06-05|2020-06-07 18:00:03.475516
ISK|131.4210061783|USD|2020-06-05|2020-06-07 18:00:03.475527
PHP|49.8296557811|USD|2020-06-05|2020-06-07 18:00:03.475536
DKK|6.5811120918|USD|2020-06-05|2020-06-07 18:00:03.475545
HUF|304.1659311562|USD|2020-06-05|2020-06-07 18:00:03.475555
CZK|23.4677846425|USD|2020-06-05|2020-06-07 18:00:03.475564
GBP|0.7894792586|USD|2020-06-05|2020-06-07 18:00:03.475588
RON|4.2702559576|USD|2020-06-05|2020-06-07 18:00:03.475598
SEK|9.2012356575|USD|2020-06-05|2020-06-07 18:00:03.475608
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 18:00:03.475618
INR|75.5781112092|USD|2020-06-05|2020-06-07 18:00:03.475628
BRL|5.059929391|USD|2020-06-05|2020-06-07 18:00:03.475638
RUB|68.6809355693|USD|2020-06-05|2020-06-07 18:00:03.475648
HRK|6.6827007944|USD|2020-06-05|2020-06-07 18:00:03.475657
JPY|109.2409532215|USD|2020-06-05|2020-06-07 18:00:03.475666
THB|31.4651368049|USD|2020-06-05|2020-06-07 18:00:03.475675
CHF|0.9590467785|USD|2020-06-05|2020-06-07 18:00:03.475685
EUR|0.8826125331|USD|2020-06-05|2020-06-07 18:00:03.475695
MYR|4.2669902913|USD|2020-06-05|2020-06-07 18:00:03.475704
BGN|1.7262135922|USD|2020-06-05|2020-06-07 18:00:03.475713
TRY|6.7737864078|USD|2020-06-05|2020-06-07 18:00:03.475722
CNY|7.0917034422|USD|2020-06-05|2020-06-07 18:00:03.475731
NOK|9.3030008826|USD|2020-06-05|2020-06-07 18:00:03.475740
NZD|1.5350397176|USD|2020-06-05|2020-06-07 18:00:03.475749
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 18:00:03.475759
USD|1.0|USD|2020-06-05|2020-06-07 18:00:03.475768
MXN|21.7533980583|USD|2020-06-05|2020-06-07 18:00:03.475777
SGD|1.392321271|USD|2020-06-05|2020-06-07 18:00:03.475787
AUD|1.4322153575|USD|2020-06-05|2020-06-07 18:00:03.475796
ILS|3.4573698147|USD|2020-06-05|2020-06-07 18:00:03.475805
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 18:00:03.475815
PLN|3.9210061783|USD|2020-06-05|2020-06-07 18:00:03.475825
CAD|1.3448367167|USD|2020-06-05|2020-06-07 19:00:04.379550
HKD|7.7501323919|USD|2020-06-05|2020-06-07 19:00:04.379563
ISK|131.4210061783|USD|2020-06-05|2020-06-07 19:00:04.379573
PHP|49.8296557811|USD|2020-06-05|2020-06-07 19:00:04.379581
DKK|6.5811120918|USD|2020-06-05|2020-06-07 19:00:04.379590
HUF|304.1659311562|USD|2020-06-05|2020-06-07 19:00:04.379599
CZK|23.4677846425|USD|2020-06-05|2020-06-07 19:00:04.379608
GBP|0.7894792586|USD|2020-06-05|2020-06-07 19:00:04.379634
RON|4.2702559576|USD|2020-06-05|2020-06-07 19:00:04.379643
SEK|9.2012356575|USD|2020-06-05|2020-06-07 19:00:04.379652
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 19:00:04.379661
INR|75.5781112092|USD|2020-06-05|2020-06-07 19:00:04.379670
BRL|5.059929391|USD|2020-06-05|2020-06-07 19:00:04.379679
RUB|68.6809355693|USD|2020-06-05|2020-06-07 19:00:04.379688
HRK|6.6827007944|USD|2020-06-05|2020-06-07 19:00:04.379696
JPY|109.2409532215|USD|2020-06-05|2020-06-07 19:00:04.379705
THB|31.4651368049|USD|2020-06-05|2020-06-07 19:00:04.379714
CHF|0.9590467785|USD|2020-06-05|2020-06-07 19:00:04.379723
EUR|0.8826125331|USD|2020-06-05|2020-06-07 19:00:04.379732
MYR|4.2669902913|USD|2020-06-05|2020-06-07 19:00:04.379740
BGN|1.7262135922|USD|2020-06-05|2020-06-07 19:00:04.379749
TRY|6.7737864078|USD|2020-06-05|2020-06-07 19:00:04.379758
CNY|7.0917034422|USD|2020-06-05|2020-06-07 19:00:04.379772
NOK|9.3030008826|USD|2020-06-05|2020-06-07 19:00:04.379782
NZD|1.5350397176|USD|2020-06-05|2020-06-07 19:00:04.379794
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 19:00:04.379804
USD|1.0|USD|2020-06-05|2020-06-07 19:00:04.379814
MXN|21.7533980583|USD|2020-06-05|2020-06-07 19:00:04.379823
SGD|1.392321271|USD|2020-06-05|2020-06-07 19:00:04.379833
AUD|1.4322153575|USD|2020-06-05|2020-06-07 19:00:04.379843
ILS|3.4573698147|USD|2020-06-05|2020-06-07 19:00:04.379852
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 19:00:04.379862
PLN|3.9210061783|USD|2020-06-05|2020-06-07 19:00:04.379872
CAD|1.3448367167|USD|2020-06-05|2020-06-07 20:00:04.937383
HKD|7.7501323919|USD|2020-06-05|2020-06-07 20:00:04.937395
ISK|131.4210061783|USD|2020-06-05|2020-06-07 20:00:04.937403
PHP|49.8296557811|USD|2020-06-05|2020-06-07 20:00:04.937411
DKK|6.5811120918|USD|2020-06-05|2020-06-07 20:00:04.937419
HUF|304.1659311562|USD|2020-06-05|2020-06-07 20:00:04.937427
CZK|23.4677846425|USD|2020-06-05|2020-06-07 20:00:04.937434
GBP|0.7894792586|USD|2020-06-05|2020-06-07 20:00:04.937454
RON|4.2702559576|USD|2020-06-05|2020-06-07 20:00:04.937462
SEK|9.2012356575|USD|2020-06-05|2020-06-07 20:00:04.937470
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 20:00:04.937478
INR|75.5781112092|USD|2020-06-05|2020-06-07 20:00:04.937486
BRL|5.059929391|USD|2020-06-05|2020-06-07 20:00:04.937493
RUB|68.6809355693|USD|2020-06-05|2020-06-07 20:00:04.937501
HRK|6.6827007944|USD|2020-06-05|2020-06-07 20:00:04.937508
JPY|109.2409532215|USD|2020-06-05|2020-06-07 20:00:04.937515
THB|31.4651368049|USD|2020-06-05|2020-06-07 20:00:04.937523
CHF|0.9590467785|USD|2020-06-05|2020-06-07 20:00:04.937531
EUR|0.8826125331|USD|2020-06-05|2020-06-07 20:00:04.937538
MYR|4.2669902913|USD|2020-06-05|2020-06-07 20:00:04.937546
BGN|1.7262135922|USD|2020-06-05|2020-06-07 20:00:04.937553
TRY|6.7737864078|USD|2020-06-05|2020-06-07 20:00:04.937560
CNY|7.0917034422|USD|2020-06-05|2020-06-07 20:00:04.937567
NOK|9.3030008826|USD|2020-06-05|2020-06-07 20:00:04.937575
NZD|1.5350397176|USD|2020-06-05|2020-06-07 20:00:04.937582
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 20:00:04.937590
USD|1.0|USD|2020-06-05|2020-06-07 20:00:04.937597
MXN|21.7533980583|USD|2020-06-05|2020-06-07 20:00:04.937605
SGD|1.392321271|USD|2020-06-05|2020-06-07 20:00:04.937612
AUD|1.4322153575|USD|2020-06-05|2020-06-07 20:00:04.937619
ILS|3.4573698147|USD|2020-06-05|2020-06-07 20:00:04.937627
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 20:00:04.937635
PLN|3.9210061783|USD|2020-06-05|2020-06-07 20:00:04.937642
CAD|1.3448367167|USD|2020-06-05|2020-06-07 21:00:04.075766
HKD|7.7501323919|USD|2020-06-05|2020-06-07 21:00:04.075778
ISK|131.4210061783|USD|2020-06-05|2020-06-07 21:00:04.075787
PHP|49.8296557811|USD|2020-06-05|2020-06-07 21:00:04.075795
DKK|6.5811120918|USD|2020-06-05|2020-06-07 21:00:04.075803
HUF|304.1659311562|USD|2020-06-05|2020-06-07 21:00:04.075814
CZK|23.4677846425|USD|2020-06-05|2020-06-07 21:00:04.075824
GBP|0.7894792586|USD|2020-06-05|2020-06-07 21:00:04.075846
RON|4.2702559576|USD|2020-06-05|2020-06-07 21:00:04.075856
SEK|9.2012356575|USD|2020-06-05|2020-06-07 21:00:04.075877
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 21:00:04.075891
INR|75.5781112092|USD|2020-06-05|2020-06-07 21:00:04.075904
BRL|5.059929391|USD|2020-06-05|2020-06-07 21:00:04.075920
RUB|68.6809355693|USD|2020-06-05|2020-06-07 21:00:04.075936
HRK|6.6827007944|USD|2020-06-05|2020-06-07 21:00:04.075953
JPY|109.2409532215|USD|2020-06-05|2020-06-07 21:00:04.075968
THB|31.4651368049|USD|2020-06-05|2020-06-07 21:00:04.075979
CHF|0.9590467785|USD|2020-06-05|2020-06-07 21:00:04.075995
EUR|0.8826125331|USD|2020-06-05|2020-06-07 21:00:04.076009
MYR|4.2669902913|USD|2020-06-05|2020-06-07 21:00:04.076019
BGN|1.7262135922|USD|2020-06-05|2020-06-07 21:00:04.076028
TRY|6.7737864078|USD|2020-06-05|2020-06-07 21:00:04.076036
CNY|7.0917034422|USD|2020-06-05|2020-06-07 21:00:04.076044
NOK|9.3030008826|USD|2020-06-05|2020-06-07 21:00:04.076052
NZD|1.5350397176|USD|2020-06-05|2020-06-07 21:00:04.076060
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 21:00:04.076068
USD|1.0|USD|2020-06-05|2020-06-07 21:00:04.076079
MXN|21.7533980583|USD|2020-06-05|2020-06-07 21:00:04.076089
SGD|1.392321271|USD|2020-06-05|2020-06-07 21:00:04.076098
AUD|1.4322153575|USD|2020-06-05|2020-06-07 21:00:04.076108
ILS|3.4573698147|USD|2020-06-05|2020-06-07 21:00:04.076117
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 21:00:04.076125
PLN|3.9210061783|USD|2020-06-05|2020-06-07 21:00:04.076134
CAD|1.3448367167|USD|2020-06-05|2020-06-07 22:00:03.649634
HKD|7.7501323919|USD|2020-06-05|2020-06-07 22:00:03.649647
ISK|131.4210061783|USD|2020-06-05|2020-06-07 22:00:03.649655
PHP|49.8296557811|USD|2020-06-05|2020-06-07 22:00:03.649668
DKK|6.5811120918|USD|2020-06-05|2020-06-07 22:00:03.649678
HUF|304.1659311562|USD|2020-06-05|2020-06-07 22:00:03.649687
CZK|23.4677846425|USD|2020-06-05|2020-06-07 22:00:03.649700
GBP|0.7894792586|USD|2020-06-05|2020-06-07 22:00:03.649731
RON|4.2702559576|USD|2020-06-05|2020-06-07 22:00:03.649745
SEK|9.2012356575|USD|2020-06-05|2020-06-07 22:00:03.649755
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 22:00:03.649760
INR|75.5781112092|USD|2020-06-05|2020-06-07 22:00:03.649764
BRL|5.059929391|USD|2020-06-05|2020-06-07 22:00:03.649768
RUB|68.6809355693|USD|2020-06-05|2020-06-07 22:00:03.649772
HRK|6.6827007944|USD|2020-06-05|2020-06-07 22:00:03.649776
JPY|109.2409532215|USD|2020-06-05|2020-06-07 22:00:03.649780
THB|31.4651368049|USD|2020-06-05|2020-06-07 22:00:03.649784
CHF|0.9590467785|USD|2020-06-05|2020-06-07 22:00:03.649788
EUR|0.8826125331|USD|2020-06-05|2020-06-07 22:00:03.649792
MYR|4.2669902913|USD|2020-06-05|2020-06-07 22:00:03.649796
BGN|1.7262135922|USD|2020-06-05|2020-06-07 22:00:03.649800
TRY|6.7737864078|USD|2020-06-05|2020-06-07 22:00:03.649804
CNY|7.0917034422|USD|2020-06-05|2020-06-07 22:00:03.649807
NOK|9.3030008826|USD|2020-06-05|2020-06-07 22:00:03.649811
NZD|1.5350397176|USD|2020-06-05|2020-06-07 22:00:03.649815
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 22:00:03.649819
USD|1.0|USD|2020-06-05|2020-06-07 22:00:03.649823
MXN|21.7533980583|USD|2020-06-05|2020-06-07 22:00:03.649827
SGD|1.392321271|USD|2020-06-05|2020-06-07 22:00:03.649831
AUD|1.4322153575|USD|2020-06-05|2020-06-07 22:00:03.649835
ILS|3.4573698147|USD|2020-06-05|2020-06-07 22:00:03.649839
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 22:00:03.649843
PLN|3.9210061783|USD|2020-06-05|2020-06-07 22:00:03.649847
CAD|1.3448367167|USD|2020-06-05|2020-06-07 23:00:04.187316
HKD|7.7501323919|USD|2020-06-05|2020-06-07 23:00:04.187327
ISK|131.4210061783|USD|2020-06-05|2020-06-07 23:00:04.187335
PHP|49.8296557811|USD|2020-06-05|2020-06-07 23:00:04.187343
DKK|6.5811120918|USD|2020-06-05|2020-06-07 23:00:04.187351
HUF|304.1659311562|USD|2020-06-05|2020-06-07 23:00:04.187359
CZK|23.4677846425|USD|2020-06-05|2020-06-07 23:00:04.187367
GBP|0.7894792586|USD|2020-06-05|2020-06-07 23:00:04.187387
RON|4.2702559576|USD|2020-06-05|2020-06-07 23:00:04.187395
SEK|9.2012356575|USD|2020-06-05|2020-06-07 23:00:04.187403
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 23:00:04.187412
INR|75.5781112092|USD|2020-06-05|2020-06-07 23:00:04.187420
BRL|5.059929391|USD|2020-06-05|2020-06-07 23:00:04.187427
RUB|68.6809355693|USD|2020-06-05|2020-06-07 23:00:04.187435
HRK|6.6827007944|USD|2020-06-05|2020-06-07 23:00:04.187443
JPY|109.2409532215|USD|2020-06-05|2020-06-07 23:00:04.187451
THB|31.4651368049|USD|2020-06-05|2020-06-07 23:00:04.187458
CHF|0.9590467785|USD|2020-06-05|2020-06-07 23:00:04.187466
EUR|0.8826125331|USD|2020-06-05|2020-06-07 23:00:04.187474
MYR|4.2669902913|USD|2020-06-05|2020-06-07 23:00:04.187482
BGN|1.7262135922|USD|2020-06-05|2020-06-07 23:00:04.187490
TRY|6.7737864078|USD|2020-06-05|2020-06-07 23:00:04.187498
CNY|7.0917034422|USD|2020-06-05|2020-06-07 23:00:04.187505
NOK|9.3030008826|USD|2020-06-05|2020-06-07 23:00:04.187513
NZD|1.5350397176|USD|2020-06-05|2020-06-07 23:00:04.187521
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 23:00:04.187529
USD|1.0|USD|2020-06-05|2020-06-07 23:00:04.187536
MXN|21.7533980583|USD|2020-06-05|2020-06-07 23:00:04.187544
SGD|1.392321271|USD|2020-06-05|2020-06-07 23:00:04.187552
AUD|1.4322153575|USD|2020-06-05|2020-06-07 23:00:04.187559
ILS|3.4573698147|USD|2020-06-05|2020-06-07 23:00:04.187566
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 23:00:04.187574
PLN|3.9210061783|USD|2020-06-05|2020-06-07 23:00:04.187582
CAD|1.3448367167|USD|2020-06-05|2020-06-08 00:00:04.564458
HKD|7.7501323919|USD|2020-06-05|2020-06-08 00:00:04.564470
ISK|131.4210061783|USD|2020-06-05|2020-06-08 00:00:04.564478
PHP|49.8296557811|USD|2020-06-05|2020-06-08 00:00:04.564486
DKK|6.5811120918|USD|2020-06-05|2020-06-08 00:00:04.564494
HUF|304.1659311562|USD|2020-06-05|2020-06-08 00:00:04.564502
CZK|23.4677846425|USD|2020-06-05|2020-06-08 00:00:04.564510
GBP|0.7894792586|USD|2020-06-05|2020-06-08 00:00:04.564558
RON|4.2702559576|USD|2020-06-05|2020-06-08 00:00:04.564566
SEK|9.2012356575|USD|2020-06-05|2020-06-08 00:00:04.564575
IDR|14018.0052956752|USD|2020-06-05|2020-06-08 00:00:04.564583
INR|75.5781112092|USD|2020-06-05|2020-06-08 00:00:04.564591
BRL|5.059929391|USD|2020-06-05|2020-06-08 00:00:04.564599
RUB|68.6809355693|USD|2020-06-05|2020-06-08 00:00:04.564607
HRK|6.6827007944|USD|2020-06-05|2020-06-08 00:00:04.564615
JPY|109.2409532215|USD|2020-06-05|2020-06-08 00:00:04.564623
THB|31.4651368049|USD|2020-06-05|2020-06-08 00:00:04.564631
CHF|0.9590467785|USD|2020-06-05|2020-06-08 00:00:04.564639
EUR|0.8826125331|USD|2020-06-05|2020-06-08 00:00:04.564646
MYR|4.2669902913|USD|2020-06-05|2020-06-08 00:00:04.564654
BGN|1.7262135922|USD|2020-06-05|2020-06-08 00:00:04.564662
TRY|6.7737864078|USD|2020-06-05|2020-06-08 00:00:04.564669
CNY|7.0917034422|USD|2020-06-05|2020-06-08 00:00:04.564677
NOK|9.3030008826|USD|2020-06-05|2020-06-08 00:00:04.564685
NZD|1.5350397176|USD|2020-06-05|2020-06-08 00:00:04.564692
ZAR|16.8422771403|USD|2020-06-05|2020-06-08 00:00:04.564700
USD|1.0|USD|2020-06-05|2020-06-08 00:00:04.564708
MXN|21.7533980583|USD|2020-06-05|2020-06-08 00:00:04.564716
SGD|1.392321271|USD|2020-06-05|2020-06-08 00:00:04.564724
AUD|1.4322153575|USD|2020-06-05|2020-06-08 00:00:04.564731
ILS|3.4573698147|USD|2020-06-05|2020-06-08 00:00:04.564739
KRW|1205.2691968226|USD|2020-06-05|2020-06-08 00:00:04.564747
PLN|3.9210061783|USD|2020-06-05|2020-06-08 00:00:04.564754
CAD|1.3448367167|USD|2020-06-05|2020-06-08 01:00:03.973075
HKD|7.7501323919|USD|2020-06-05|2020-06-08 01:00:03.973086
ISK|131.4210061783|USD|2020-06-05|2020-06-08 01:00:03.973094
PHP|49.8296557811|USD|2020-06-05|2020-06-08 01:00:03.973102
DKK|6.5811120918|USD|2020-06-05|2020-06-08 01:00:03.973110
HUF|304.1659311562|USD|2020-06-05|2020-06-08 01:00:03.973118
CZK|23.4677846425|USD|2020-06-05|2020-06-08 01:00:03.973126
GBP|0.7894792586|USD|2020-06-05|2020-06-08 01:00:03.973147
RON|4.2702559576|USD|2020-06-05|2020-06-08 01:00:03.973155
SEK|9.2012356575|USD|2020-06-05|2020-06-08 01:00:03.973163
IDR|14018.0052956752|USD|2020-06-05|2020-06-08 01:00:03.973172
INR|75.5781112092|USD|2020-06-05|2020-06-08 01:00:03.973180
BRL|5.059929391|USD|2020-06-05|2020-06-08 01:00:03.973187
RUB|68.6809355693|USD|2020-06-05|2020-06-08 01:00:03.973195
HRK|6.6827007944|USD|2020-06-05|2020-06-08 01:00:03.973203
JPY|109.2409532215|USD|2020-06-05|2020-06-08 01:00:03.973210
THB|31.4651368049|USD|2020-06-05|2020-06-08 01:00:03.973218
CHF|0.9590467785|USD|2020-06-05|2020-06-08 01:00:03.973226
EUR|0.8826125331|USD|2020-06-05|2020-06-08 01:00:03.973234
MYR|4.2669902913|USD|2020-06-05|2020-06-08 01:00:03.973241
BGN|1.7262135922|USD|2020-06-05|2020-06-08 01:00:03.973249
TRY|6.7737864078|USD|2020-06-05|2020-06-08 01:00:03.973256
CNY|7.0917034422|USD|2020-06-05|2020-06-08 01:00:03.973264
NOK|9.3030008826|USD|2020-06-05|2020-06-08 01:00:03.973272
NZD|1.5350397176|USD|2020-06-05|2020-06-08 01:00:03.973278
ZAR|16.8422771403|USD|2020-06-05|2020-06-08 01:00:03.973285
USD|1.0|USD|2020-06-05|2020-06-08 01:00:03.973292
MXN|21.7533980583|USD|2020-06-05|2020-06-08 01:00:03.973299
SGD|1.392321271|USD|2020-06-05|2020-06-08 01:00:03.973306
AUD|1.4322153575|USD|2020-06-05|2020-06-08 01:00:03.973313
ILS|3.4573698147|USD|2020-06-05|2020-06-08 01:00:03.973320
KRW|1205.2691968226|USD|2020-06-05|2020-06-08 01:00:03.973328
PLN|3.9210061783|USD|2020-06-05|2020-06-08 01:00:03.973336
CAD|1.3448367167|USD|2020-06-05|2020-06-08 02:00:02.801389
HKD|7.7501323919|USD|2020-06-05|2020-06-08 02:00:02.801396
ISK|131.4210061783|USD|2020-06-05|2020-06-08 02:00:02.801401
PHP|49.8296557811|USD|2020-06-05|2020-06-08 02:00:02.801405
DKK|6.5811120918|USD|2020-06-05|2020-06-08 02:00:02.801409
HUF|304.1659311562|USD|2020-06-05|2020-06-08 02:00:02.801413
CZK|23.4677846425|USD|2020-06-05|2020-06-08 02:00:02.801417
GBP|0.7894792586|USD|2020-06-05|2020-06-08 02:00:02.801430
RON|4.2702559576|USD|2020-06-05|2020-06-08 02:00:02.801434
SEK|9.2012356575|USD|2020-06-05|2020-06-08 02:00:02.801438
IDR|14018.0052956752|USD|2020-06-05|2020-06-08 02:00:02.801442
INR|75.5781112092|USD|2020-06-05|2020-06-08 02:00:02.801446
