Currency Code|Conversion Rate|Base Currency|Conversion Date|Load Timestamp
RUB|68.6809355693|USD|2020-06-05|2020-06-07 03:00:01.687608
HRK|6.6827007944|USD|2020-06-05|2020-06-07 03:00:01.687612
JPY|109.2409532215|USD|2020-06-05|2020-06-07 03:00:01.687616
THB|31.4651368049|USD|2020-06-05|2020-06-07 03:00:01.687620
CHF|0.9590467785|USD|2020-06-05|2020-06-07 03:00:01.687625
EUR|0.8826125331|USD|2020-06-05|2020-06-07 03:00:01.687629
MYR|4.2669902913|USD|2020-06-05|2020-06-07 03:00:01.687633
BGN|1.7262135922|USD|2020-06-05|2020-06-07 03:00:01.687637
TRY|6.7737864078|USD|2020-06-05|2020-06-07 03:00:01.687641
CNY|7.0917034422|USD|2020-06-05|2020-06-07 03:00:01.687646
NOK|9.3030008826|USD|2020-06-05|2020-06-07 03:00:01.687650
NZD|1.5350397176|USD|2020-06-05|2020-06-07 03:00:01.687654
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 03:00:01.687658
USD|1.0|USD|2020-06-05|2020-06-07 03:00:01.687663
MXN|21.7533980583|USD|2020-06-05|2020-06-07 03:00:01.687667
SGD|1.392321271|USD|2020-06-05|2020-06-07 03:00:01.687671
AUD|1.4322153575|USD|2020-06-05|2020-06-07 03:00:01.687676
ILS|3.4573698147|USD|2020-06-05|2020-06-07 03:00:01.687680
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 03:00:01.687684
PLN|3.9210061783|USD|2020-06-05|2020-06-07 03:00:01.687689
CAD|1.3448367167|USD|2020-06-05|2020-06-07 04:00:02.121727
HKD|7.7501323919|USD|2020-06-05|2020-06-07 04:00:02.121734
ISK|131.4210061783|USD|2020-06-05|2020-06-07 04:00:02.121738
PHP|49.8296557811|USD|2020-06-05|2020-06-07 04:00:02.121743
DKK|6.5811120918|USD|2020-06-05|2020-06-07 04:00:02.121746
HUF|304.1659311562|USD|2020-06-05|2020-06-07 04:00:02.121750
CZK|23.4677846425|USD|2020-06-05|2020-06-07 04:00:02.121754
GBP|0.7894792586|USD|2020-06-05|2020-06-07 04:00:02.121758
RON|4.2702559576|USD|2020-06-05|2020-06-07 04:00:02.121773
SEK|9.2012356575|USD|2020-06-05|2020-06-07 04:00:02.121777
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 04:00:02.121781
INR|75.5781112092|USD|2020-06-05|2020-06-07 04:00:02.121785
BRL|5.059929391|USD|2020-06-05|2020-06-07 04:00:02.121789
RUB|68.6809355693|USD|2020-06-05|2020-06-07 04:00:02.121793
HRK|6.6827007944|USD|2020-06-05|2020-06-07 04:00:02.121796
JPY|109.2409532215|USD|2020-06-05|2020-06-07 04:00:02.121800
THB|31.4651368049|USD|2020-06-05|2020-06-07 04:00:02.121804
CHF|0.9590467785|USD|2020-06-05|2020-06-07 04:00:02.121808
EUR|0.8826125331|USD|2020-06-05|2020-06-07 04:00:02.121812
MYR|4.2669902913|USD|2020-06-05|2020-06-07 04:00:02.121815
BGN|1.7262135922|USD|2020-06-05|2020-06-07 04:00:02.121819
TRY|6.7737864078|USD|2020-06-05|2020-06-07 04:00:02.121823
CNY|7.0917034422|USD|2020-06-05|2020-06-07 04:00:02.121826
NOK|9.3030008826|USD|2020-06-05|2020-06-07 04:00:02.121830
NZD|1.5350397176|USD|2020-06-05|2020-06-07 04:00:02.121834
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 04:00:02.121838
USD|1.0|USD|2020-06-05|2020-06-07 04:00:02.121842
MXN|21.7533980583|USD|2020-06-05|2020-06-07 04:00:02.121845
SGD|1.392321271|USD|2020-06-05|2020-06-07 04:00:02.121849
AUD|1.4322153575|USD|2020-06-05|2020-06-07 04:00:02.121853
ILS|3.4573698147|USD|2020-06-05|2020-06-07 04:00:02.121857
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 04:00:02.121861
PLN|3.9210061783|USD|2020-06-05|2020-06-07 04:00:02.121864
CAD|1.3448367167|USD|2020-06-05|2020-06-07 05:00:02.522313
HKD|7.7501323919|USD|2020-06-05|2020-06-07 05:00:02.522320
ISK|131.4210061783|USD|2020-06-05|2020-06-07 05:00:02.522324
PHP|49.8296557811|USD|2020-06-05|2020-06-07 05:00:02.522328
DKK|6.5811120918|USD|2020-06-05|2020-06-07 05:00:02.522332
HUF|304.1659311562|USD|2020-06-05|2020-06-07 05:00:02.522336
CZK|23.4677846425|USD|2020-06-05|2020-06-07 05:00:02.522340
GBP|0.7894792586|USD|2020-06-05|2020-06-07 05:00:02.522344
RON|4.2702559576|USD|2020-06-05|2020-06-07 05:00:02.522356
SEK|9.2012356575|USD|2020-06-05|2020-06-07 05:00:02.522361
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 05:00:02.522365
INR|75.5781112092|USD|2020-06-05|2020-06-07 05:00:02.522369
BRL|5.059929391|USD|2020-06-05|2020-06-07 05:00:02.522373
RUB|68.6809355693|USD|2020-06-05|2020-06-07 05:00:02.522377
HRK|6.6827007944|USD|2020-06-05|2020-06-07 05:00:02.522380
JPY|109.2409532215|USD|2020-06-05|2020-06-07 05:00:02.522384
THB|31.4651368049|USD|2020-06-05|2020-06-07 05:00:02.522388
CHF|0.9590467785|USD|2020-06-05|2020-06-07 05:00:02.522392
EUR|0.8826125331|USD|2020-06-05|2020-06-07 05:00:02.522396
MYR|4.2669902913|USD|2020-06-05|2020-06-07 05:00:02.522399
BGN|1.7262135922|USD|2020-06-05|2020-06-07 05:00:02.522403
TRY|6.7737864078|USD|2020-06-05|2020-06-07 05:00:02.522407
CNY|7.0917034422|USD|2020-06-05|2020-06-07 05:00:02.522410
NOK|9.3030008826|USD|2020-06-05|2020-06-07 05:00:02.522414
NZD|1.5350397176|USD|2020-06-05|2020-06-07 05:00:02.522418
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 05:00:02.522421
USD|1.0|USD|2020-06-05|2020-06-07 05:00:02.522425
MXN|21.7533980583|USD|2020-06-05|2020-06-07 05:00:02.522429
SGD|1.392321271|USD|2020-06-05|2020-06-07 05:00:02.522433
AUD|1.4322153575|USD|2020-06-05|2020-06-07 05:00:02.522437
ILS|3.4573698147|USD|2020-06-05|2020-06-07 05:00:02.522440
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 05:00:02.522444
PLN|3.9210061783|USD|2020-06-05|2020-06-07 05:00:02.522448
CAD|1.3448367167|USD|2020-06-05|2020-06-07 06:00:02.513532
HKD|7.7501323919|USD|2020-06-05|2020-06-07 06:00:02.513539
ISK|131.4210061783|USD|2020-06-05|2020-06-07 06:00:02.513543
PHP|49.8296557811|USD|2020-06-05|2020-06-07 06:00:02.513547
DKK|6.5811120918|USD|2020-06-05|2020-06-07 06:00:02.513551
HUF|304.1659311562|USD|2020-06-05|2020-06-07 06:00:02.513555
CZK|23.4677846425|USD|2020-06-05|2020-06-07 06:00:02.513558
GBP|0.7894792586|USD|2020-06-05|2020-06-07 06:00:02.513563
RON|4.2702559576|USD|2020-06-05|2020-06-07 06:00:02.513574
SEK|9.2012356575|USD|2020-06-05|2020-06-07 06:00:02.513578
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 06:00:02.513583
INR|75.5781112092|USD|2020-06-05|2020-06-07 06:00:02.513587
BRL|5.059929391|USD|2020-06-05|2020-06-07 06:00:02.513590
RUB|68.6809355693|USD|2020-06-05|2020-06-07 06:00:02.513594
HRK|6.6827007944|USD|2020-06-05|2020-06-07 06:00:02.513598
JPY|109.2409532215|USD|2020-06-05|2020-06-07 06:00:02.513602
THB|31.4651368049|USD|2020-06-05|2020-06-07 06:00:02.513605
CHF|0.9590467785|USD|2020-06-05|2020-06-07 06:00:02.513609
EUR|0.8826125331|USD|2020-06-05|2020-06-07 06:00:02.513613
MYR|4.2669902913|USD|2020-06-05|2020-06-07 06:00:02.513617
BGN|1.7262135922|USD|2020-06-05|2020-06-07 06:00:02.513620
TRY|6.7737864078|USD|2020-06-05|2020-06-07 06:00:02.513624
CNY|7.0917034422|USD|2020-06-05|2020-06-07 06:00:02.513628
NOK|9.3030008826|USD|2020-06-05|2020-06-07 06:00:02.513631
NZD|1.5350397176|USD|2020-06-05|2020-06-07 06:00:02.513635
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 06:00:02.513639
USD|1.0|USD|2020-06-05|2020-06-07 06:00:02.513643
MXN|21.7533980583|USD|2020-06-05|2020-06-07 06:00:02.513646
SGD|1.392321271|USD|2020-06-05|2020-06-07 06:00:02.513650
AUD|1.4322153575|USD|2020-06-05|2020-06-07 06:00:02.513654
ILS|3.4573698147|USD|2020-06-05|2020-06-07 06:00:02.513658
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 06:00:02.513664
PLN|3.9210061783|USD|2020-06-05|2020-06-07 06:00:02.513668
CAD|1.3448367167|USD|2020-06-05|2020-06-07 07:00:03.944975
HKD|7.7501323919|USD|2020-06-05|2020-06-07 07:00:03.944981
ISK|131.4210061783|USD|2020-06-05|2020-06-07 07:00:03.944986
PHP|49.8296557811|USD|2020-06-05|2020-06-07 07:00:03.944990
DKK|6.5811120918|USD|2020-06-05|2020-06-07 07:00:03.944994
HUF|304.1659311562|USD|2020-06-05|2020-06-07 07:00:03.944998
CZK|23.4677846425|USD|2020-06-05|2020-06-07 07:00:03.945001
GBP|0.7894792586|USD|2020-06-05|2020-06-07 07:00:03.945014
RON|4.2702559576|USD|2020-06-05|2020-06-07 07:00:03.945018
SEK|9.2012356575|USD|2020-06-05|2020-06-07 07:00:03.945022
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 07:00:03.945026
INR|75.5781112092|USD|2020-06-05|2020-06-07 07:00:03.945030
BRL|5.059929391|USD|2020-06-05|2020-06-07 07:00:03.945034
RUB|68.6809355693|USD|2020-06-05|2020-06-07 07:00:03.945037
HRK|6.6827007944|USD|2020-06-05|2020-06-07 07:00:03.945041
JPY|109.2409532215|USD|2020-06-05|2020-06-07 07:00:03.945045
THB|31.4651368049|USD|2020-06-05|2020-06-07 07:00:03.945049
CHF|0.9590467785|USD|2020-06-05|2020-06-07 07:00:03.945053
EUR|0.8826125331|USD|2020-06-05|2020-06-07 07:00:03.945056
MYR|4.2669902913|USD|2020-06-05|2020-06-07 07:00:03.945060
BGN|1.7262135922|USD|2020-06-05|2020-06-07 07:00:03.945064
TRY|6.7737864078|USD|2020-06-05|2020-06-07 07:00:03.945068
CNY|7.0917034422|USD|2020-06-05|2020-06-07 07:00:03.945071
NOK|9.3030008826|USD|2020-06-05|2020-06-07 07:00:03.945075
NZD|1.5350397176|USD|2020-06-05|2020-06-07 07:00:03.945079
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 07:00:03.945082
USD|1.0|USD|2020-06-05|2020-06-07 07:00:03.945086
MXN|21.7533980583|USD|2020-06-05|2020-06-07 07:00:03.945090
SGD|1.392321271|USD|2020-06-05|2020-06-07 07:00:03.945094
AUD|1.4322153575|USD|2020-06-05|2020-06-07 07:00:03.945098
ILS|3.4573698147|USD|2020-06-05|2020-06-07 07:00:03.945101
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 07:00:03.945105
PLN|3.9210061783|USD|2020-06-05|2020-06-07 07:00:03.945109
CAD|1.3448367167|USD|2020-06-05|2020-06-07 08:00:04.775161
HKD|7.7501323919|USD|2020-06-05|2020-06-07 08:00:04.775176
ISK|131.4210061783|USD|2020-06-05|2020-06-07 08:00:04.775186
PHP|49.8296557811|USD|2020-06-05|2020-06-07 08:00:04.775195
DKK|6.5811120918|USD|2020-06-05|2020-06-07 08:00:04.775203
HUF|304.1659311562|USD|2020-06-05|2020-06-07 08:00:04.775218
CZK|23.4677846425|USD|2020-06-05|2020-06-07 08:00:04.775230
GBP|0.7894792586|USD|2020-06-05|2020-06-07 08:00:04.775262
RON|4.2702559576|USD|2020-06-05|2020-06-07 08:00:04.775279
SEK|9.2012356575|USD|2020-06-05|2020-06-07 08:00:04.775290
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 08:00:04.775304
INR|75.5781112092|USD|2020-06-05|2020-06-07 08:00:04.775314
BRL|5.059929391|USD|2020-06-05|2020-06-07 08:00:04.775358
RUB|68.6809355693|USD|2020-06-05|2020-06-07 08:00:04.775378
HRK|6.6827007944|USD|2020-06-05|2020-06-07 08:00:04.775389
JPY|109.2409532215|USD|2020-06-05|2020-06-07 08:00:04.775399
THB|31.4651368049|USD|2020-06-05|2020-06-07 08:00:04.775409
CHF|0.9590467785|USD|2020-06-05|2020-06-07 08:00:04.775419
EUR|0.8826125331|USD|2020-06-05|2020-06-07 08:00:04.775432
MYR|4.2669902913|USD|2020-06-05|2020-06-07 08:00:04.775443
BGN|1.7262135922|USD|2020-06-05|2020-06-07 08:00:04.775451
TRY|6.7737864078|USD|2020-06-05|2020-06-07 08:00:04.775460
CNY|7.0917034422|USD|2020-06-05|2020-06-07 08:00:04.775469
NOK|9.3030008826|USD|2020-06-05|2020-06-07 08:00:04.775479
NZD|1.5350397176|USD|2020-06-05|2020-06-07 08:00:04.775487
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 08:00:04.775495
USD|1.0|USD|2020-06-05|2020-06-07 08:00:04.775505
MXN|21.7533980583|USD|2020-06-05|2020-06-07 08:00:04.775515
SGD|1.392321271|USD|2020-06-05|2020-06-07 08:00:04.775525
AUD|1.4322153575|USD|2020-06-05|2020-06-07 08:00:04.775535
ILS|3.4573698147|USD|2020-06-05|2020-06-07 08:00:04.775543
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 08:00:04.775551
PLN|3.9210061783|USD|2020-06-05|2020-06-07 08:00:04.775561
CAD|1.3448367167|USD|2020-06-05|2020-06-07 09:00:02.932053
HKD|7.7501323919|USD|2020-06-05|2020-06-07 09:00:02.932060
ISK|131.4210061783|USD|2020-06-05|2020-06-07 09:00:02.932064
PHP|49.8296557811|USD|2020-06-05|2020-06-07 09:00:02.932069
DKK|6.5811120918|USD|2020-06-05|2020-06-07 09:00:02.932073
HUF|304.1659311562|USD|2020-06-05|2020-06-07 09:00:02.932077
CZK|23.4677846425|USD|2020-06-05|2020-06-07 09:00:02.932081
GBP|0.7894792586|USD|2020-06-05|2020-06-07 09:00:02.932093
RON|4.2702559576|USD|2020-06-05|2020-06-07 09:00:02.932098
SEK|9.2012356575|USD|2020-06-05|2020-06-07 09:00:02.932102
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 09:00:02.932106
INR|75.5781112092|USD|2020-06-05|2020-06-07 09:00:02.932110
BRL|5.059929391|USD|2020-06-05|2020-06-07 09:00:02.932114
RUB|68.6809355693|USD|2020-06-05|2020-06-07 09:00:02.932118
HRK|6.6827007944|USD|2020-06-05|2020-06-07 09:00:02.932122
JPY|109.2409532215|USD|2020-06-05|2020-06-07 09:00:02.932126
THB|31.4651368049|USD|2020-06-05|2020-06-07 09:00:02.932130
CHF|0.9590467785|USD|2020-06-05|2020-06-07 09:00:02.932134
EUR|0.8826125331|USD|2020-06-05|2020-06-07 09:00:02.932138
MYR|4.2669902913|USD|2020-06-05|2020-06-07 09:00:02.932141
BGN|1.7262135922|USD|2020-06-05|2020-06-07 09:00:02.932145
TRY|6.7737864078|USD|2020-06-05|2020-06-07 09:00:02.932149
CNY|7.0917034422|USD|2020-06-05|2020-06-07 09:00:02.932153
NOK|9.3030008826|USD|2020-06-05|2020-06-07 09:00:02.932157
NZD|1.5350397176|USD|2020-06-05|2020-06-07 09:00:02.932160
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 09:00:02.932164
USD|1.0|USD|2020-06-05|2020-06-07 09:00:02.932168
MXN|21.7533980583|USD|2020-06-05|2020-06-07 09:00:02.932172
SGD|1.392321271|USD|2020-06-05|2020-06-07 09:00:02.932176
AUD|1.4322153575|USD|2020-06-05|2020-06-07 09:00:02.932180
ILS|3.4573698147|USD|2020-06-05|2020-06-07 09:00:02.932184
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 09:00:02.932188
PLN|3.9210061783|USD|2020-06-05|2020-06-07 09:00:02.932192
CAD|1.3448367167|USD|2020-06-05|2020-06-07 10:00:02.647556
HKD|7.7501323919|USD|2020-06-05|2020-06-07 10:00:02.647563
ISK|131.4210061783|USD|2020-06-05|2020-06-07 10:00:02.647567
PHP|49.8296557811|USD|2020-06-05|2020-06-07 10:00:02.647571
DKK|6.5811120918|USD|2020-06-05|2020-06-07 10:00:02.647575
HUF|304.1659311562|USD|2020-06-05|2020-06-07 10:00:02.647579
CZK|23.4677846425|USD|2020-06-05|2020-06-07 10:00:02.647583
GBP|0.7894792586|USD|2020-06-05|2020-06-07 10:00:02.647596
RON|4.2702559576|USD|2020-06-05|2020-06-07 10:00:02.647600
SEK|9.2012356575|USD|2020-06-05|2020-06-07 10:00:02.647604
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 10:00:02.647608
INR|75.5781112092|USD|2020-06-05|2020-06-07 10:00:02.647612
BRL|5.059929391|USD|2020-06-05|2020-06-07 10:00:02.647616
RUB|68.6809355693|USD|2020-06-05|2020-06-07 10:00:02.647620
HRK|6.6827007944|USD|2020-06-05|2020-06-07 10:00:02.647624
JPY|109.2409532215|USD|2020-06-05|2020-06-07 10:00:02.647627
THB|31.4651368049|USD|2020-06-05|2020-06-07 10:00:02.647631
CHF|0.9590467785|USD|2020-06-05|2020-06-07 10:00:02.647635
EUR|0.8826125331|USD|2020-06-05|2020-06-07 10:00:02.647639
MYR|4.2669902913|USD|2020-06-05|2020-06-07 10:00:02.647642
BGN|1.7262135922|USD|2020-06-05|2020-06-07 10:00:02.647646
TRY|6.7737864078|USD|2020-06-05|2020-06-07 10:00:02.647650
CNY|7.0917034422|USD|2020-06-05|2020-06-07 10:00:02.647654
NOK|9.3030008826|USD|2020-06-05|2020-06-07 10:00:02.647657
NZD|1.5350397176|USD|2020-06-05|2020-06-07 10:00:02.647661
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 10:00:02.647665
USD|1.0|USD|2020-06-05|2020-06-07 10:00:02.647669
MXN|21.7533980583|USD|2020-06-05|2020-06-07 10:00:02.647673
SGD|1.392321271|USD|2020-06-05|2020-06-07 10:00:02.647676
AUD|1.4322153575|USD|2020-06-05|2020-06-07 10:00:02.647680
ILS|3.4573698147|USD|2020-06-05|2020-06-07 10:00:02.647684
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 10:00:02.647688
PLN|3.9210061783|USD|2020-06-05|2020-06-07 10:00:02.647692
CAD|1.3448367167|USD|2020-06-05|2020-06-07 11:00:03.634557
HKD|7.7501323919|USD|2020-06-05|2020-06-07 11:00:03.634571
ISK|131.4210061783|USD|2020-06-05|2020-06-07 11:00:03.634581
PHP|49.8296557811|USD|2020-06-05|2020-06-07 11:00:03.634589
DKK|6.5811120918|USD|2020-06-05|2020-06-07 11:00:03.634597
HUF|304.1659311562|USD|2020-06-05|2020-06-07 11:00:03.634605
CZK|23.4677846425|USD|2020-06-05|2020-06-07 11:00:03.634612
GBP|0.7894792586|USD|2020-06-05|2020-06-07 11:00:03.634640
RON|4.2702559576|USD|2020-06-05|2020-06-07 11:00:03.634651
SEK|9.2012356575|USD|2020-06-05|2020-06-07 11:00:03.634664
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 11:00:03.634672
INR|75.5781112092|USD|2020-06-05|2020-06-07 11:00:03.634680
BRL|5.059929391|USD|2020-06-05|2020-06-07 11:00:03.634687
RUB|68.6809355693|USD|2020-06-05|2020-06-07 11:00:03.634695
HRK|6.6827007944|USD|2020-06-05|2020-06-07 11:00:03.634703
JPY|109.2409532215|USD|2020-06-05|2020-06-07 11:00:03.634711
THB|31.4651368049|USD|2020-06-05|2020-06-07 11:00:03.634718
CHF|0.9590467785|USD|2020-06-05|2020-06-07 11:00:03.634726
EUR|0.8826125331|USD|2020-06-05|2020-06-07 11:00:03.634734
MYR|4.2669902913|USD|2020-06-05|2020-06-07 11:00:03.634741
BGN|1.7262135922|USD|2020-06-05|2020-06-07 11:00:03.634749
TRY|6.7737864078|USD|2020-06-05|2020-06-07 11:00:03.634756
CNY|7.0917034422|USD|2020-06-05|2020-06-07 11:00:03.634764
NOK|9.3030008826|USD|2020-06-05|2020-06-07 11:00:03.634772
NZD|1.5350397176|USD|2020-06-05|2020-06-07 11:00:03.634779
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 11:00:03.634787
USD|1.0|USD|2020-06-05|2020-06-07 11:00:03.634794
MXN|21.7533980583|USD|2020-06-05|2020-06-07 11:00:03.634802
SGD|1.392321271|USD|2020-06-05|2020-06-07 11:00:03.634810
AUD|1.4322153575|USD|2020-06-05|2020-06-07 11:00:03.634817
ILS|3.4573698147|USD|2020-06-05|2020-06-07 11:00:03.634825
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 11:00:03.634833
PLN|3.9210061783|USD|2020-06-05|2020-06-07 11:00:03.634841
CAD|1.3448367167|USD|2020-06-05|2020-06-07 12:00:02.039434
HKD|7.7501323919|USD|2020-06-05|2020-06-07 12:00:02.039446
ISK|131.4210061783|USD|2020-06-05|2020-06-07 12:00:02.039455
PHP|49.8296557811|USD|2020-06-05|2020-06-07 12:00:02.039463
DKK|6.5811120918|USD|2020-06-05|2020-06-07 12:00:02.039471
HUF|304.1659311562|USD|2020-06-05|2020-06-07 12:00:02.039479
CZK|23.4677846425|USD|2020-06-05|2020-06-07 12:00:02.039487
GBP|0.7894792586|USD|2020-06-05|2020-06-07 12:00:02.039513
RON|4.2702559576|USD|2020-06-05|2020-06-07 12:00:02.039521
SEK|9.2012356575|USD|2020-06-05|2020-06-07 12:00:02.039530
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 12:00:02.039538
INR|75.5781112092|USD|2020-06-05|2020-06-07 12:00:02.039546
BRL|5.059929391|USD|2020-06-05|2020-06-07 12:00:02.039554
RUB|68.6809355693|USD|2020-06-05|2020-06-07 12:00:02.039563
HRK|6.6827007944|USD|2020-06-05|2020-06-07 12:00:02.039571
JPY|109.2409532215|USD|2020-06-05|2020-06-07 12:00:02.039579
THB|31.4651368049|USD|2020-06-05|2020-06-07 12:00:02.039587
CHF|0.9590467785|USD|2020-06-05|2020-06-07 12:00:02.039595
EUR|0.8826125331|USD|2020-06-05|2020-06-07 12:00:02.039603
MYR|4.2669902913|USD|2020-06-05|2020-06-07 12:00:02.039610
BGN|1.7262135922|USD|2020-06-05|2020-06-07 12:00:02.039617
TRY|6.7737864078|USD|2020-06-05|2020-06-07 12:00:02.039624
CNY|7.0917034422|USD|2020-06-05|2020-06-07 12:00:02.039631
NOK|9.3030008826|USD|2020-06-05|2020-06-07 12:00:02.039638
NZD|1.5350397176|USD|2020-06-05|2020-06-07 12:00:02.039645
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 12:00:02.039652
USD|1.0|USD|2020-06-05|2020-06-07 12:00:02.039659
MXN|21.7533980583|USD|2020-06-05|2020-06-07 12:00:02.039666
SGD|1.392321271|USD|2020-06-05|2020-06-07 12:00:02.039673
AUD|1.4322153575|USD|2020-06-05|2020-06-07 12:00:02.039690
ILS|3.4573698147|USD|2020-06-05|2020-06-07 12:00:02.039698
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 12:00:02.039705
PLN|3.9210061783|USD|2020-06-05|2020-06-07 12:00:02.039712
CAD|1.3448367167|USD|2020-06-05|2020-06-07 13:00:05.943498
HKD|7.7501323919|USD|2020-06-05|2020-06-07 13:00:05.943515
ISK|131.4210061783|USD|2020-06-05|2020-06-07 13:00:05.943526
PHP|49.8296557811|USD|2020-06-05|2020-06-07 13:00:05.943537
DKK|6.5811120918|USD|2020-06-05|2020-06-07 13:00:05.943548
HUF|304.1659311562|USD|2020-06-05|2020-06-07 13:00:05.943559
CZK|23.4677846425|USD|2020-06-05|2020-06-07 13:00:05.943567
GBP|0.7894792586|USD|2020-06-05|2020-06-07 13:00:05.943591
RON|4.2702559576|USD|2020-06-05|2020-06-07 13:00:05.943604
SEK|9.2012356575|USD|2020-06-05|2020-06-07 13:00:05.943614
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 13:00:05.943624
INR|75.5781112092|USD|2020-06-05|2020-06-07 13:00:05.943634
BRL|5.059929391|USD|2020-06-05|2020-06-07 13:00:05.943644
RUB|68.6809355693|USD|2020-06-05|2020-06-07 13:00:05.943652
HRK|6.6827007944|USD|2020-06-05|2020-06-07 13:00:05.943662
JPY|109.2409532215|USD|2020-06-05|2020-06-07 13:00:05.943671
THB|31.4651368049|USD|2020-06-05|2020-06-07 13:00:05.943680
CHF|0.9590467785|USD|2020-06-05|2020-06-07 13:00:05.943690
EUR|0.8826125331|USD|2020-06-05|2020-06-07 13:00:05.943700
MYR|4.2669902913|USD|2020-06-05|2020-06-07 13:00:05.943709
BGN|1.7262135922|USD|2020-06-05|2020-06-07 13:00:05.943719
TRY|6.7737864078|USD|2020-06-05|2020-06-07 13:00:05.943729
CNY|7.0917034422|USD|2020-06-05|2020-06-07 13:00:05.943737
NOK|9.3030008826|USD|2020-06-05|2020-06-07 13:00:05.943747
NZD|1.5350397176|USD|2020-06-05|2020-06-07 13:00:05.943756
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 13:00:05.943765
USD|1.0|USD|2020-06-05|2020-06-07 13:00:05.943774
MXN|21.7533980583|USD|2020-06-05|2020-06-07 13:00:05.943784
SGD|1.392321271|USD|2020-06-05|2020-06-07 13:00:05.943794
AUD|1.4322153575|USD|2020-06-05|2020-06-07 13:00:05.943804
ILS|3.4573698147|USD|2020-06-05|2020-06-07 13:00:05.943814
KRW|1205.2691968226|USD|2020-06-05|2020-06-07 13:00:05.943823
PLN|3.9210061783|USD|2020-06-05|2020-06-07 13:00:05.943833
CAD|1.3448367167|USD|2020-06-05|2020-06-07 14:00:02.669741
HKD|7.7501323919|USD|2020-06-05|2020-06-07 14:00:02.669753
ISK|131.4210061783|USD|2020-06-05|2020-06-07 14:00:02.669762
PHP|49.8296557811|USD|2020-06-05|2020-06-07 14:00:02.669769
DKK|6.5811120918|USD|2020-06-05|2020-06-07 14:00:02.669777
HUF|304.1659311562|USD|2020-06-05|2020-06-07 14:00:02.669785
CZK|23.4677846425|USD|2020-06-05|2020-06-07 14:00:02.669794
GBP|0.7894792586|USD|2020-06-05|2020-06-07 14:00:02.669817
RON|4.2702559576|USD|2020-06-05|2020-06-07 14:00:02.669827
SEK|9.2012356575|USD|2020-06-05|2020-06-07 14:00:02.669836
IDR|14018.0052956752|USD|2020-06-05|2020-06-07 14:00:02.669845
INR|75.5781112092|USD|2020-06-05|2020-06-07 14:00:02.669853
BRL|5.059929391|USD|2020-06-05|2020-06-07 14:00:02.669861
RUB|68.6809355693|USD|2020-06-05|2020-06-07 14:00:02.669869
HRK|6.6827007944|USD|2020-06-05|2020-06-07 14:00:02.669877
JPY|109.2409532215|USD|2020-06-05|2020-06-07 14:00:02.669885
THB|31.4651368049|USD|2020-06-05|2020-06-07 14:00:02.669893
CHF|0.9590467785|USD|2020-06-05|2020-06-07 14:00:02.669901
EUR|0.8826125331|USD|2020-06-05|2020-06-07 14:00:02.669909
MYR|4.2669902913|USD|2020-06-05|2020-06-07 14:00:02.669918
BGN|1.7262135922|USD|2020-06-05|2020-06-07 14:00:02.669928
TRY|6.7737864078|USD|2020-06-05|2020-06-07 14:00:02.669937
CNY|7.0917034422|USD|2020-06-05|2020-06-07 14:00:02.669946
NOK|9.3030008826|USD|2020-06-05|2020-06-07 14:00:02.669956
NZD|1.5350397176|USD|2020-06-05|2020-06-07 14:00:02.669963
ZAR|16.8422771403|USD|2020-06-05|2020-06-07 14:00:02.669971
USD|1.0|USD|2020-06-05|2020-06-07 14:00:02.669979
MXN|21.7533980583|USD|2020-06-05|2020-06-07 14:00:02.669987
SGD|1.392321271|USD|2020-06-05|2020-06-07 14:00:02.669995
